-66.33, -20.87, -0.09
-24.43, -8.65, -0.43
-42.78, 25.99, -0.01
101.24, -3.44, 0.17
-98.86, -27.23, -0.49
40.73, 8.63, -0.28
4.51, 18.58, 0.06
-46.93, 10.04, -0.05
16.89, -32.27, -0.07
47.52, -97.02, 0.13
-19.63, -0.71, 0.23
-4.46, 32.57, 0.28
27.80, 5.21, -0.22
-35.64, 21.92, -0.17
-61.15, 25.63, -0.08
-27.12, 45.69, -0.21
-4.51, 24.67, 0.24
29.82, 53.20, 0.50
-24.08, 10.01, -0.05
107.50, -27.60, 0.98
34.20, 6.50, 0.20
44.74, -61.01, 1.17
69.07, 61.49, -0.10
36.53, 5.09, 0.13
82.59, -85.55, 1.21
38.91, -6.73, 0.08
-72.14, 6.53, 0.13
-22.47, 22.52, 0.08
41.16, -82.00, 1.07
-57.32, 42.87, -0.33
25.21, 23.72, -0.04
-30.55, -22.15, 0.06
145.12, -24.83, 0.35
-60.01, 10.39, -0.20
51.89, 50.62, 0.62
84.67, -23.03, 0.88
6.43, -0.91, -0.29
18.21, 16.62, 0.25
54.20, 32.33, 0.36
-82.87, -56.08, 0.54
-18.78, 9.08, 0.01
-53.58, -26.47, -0.19
113.44, -48.33, 0.04
75.22, -28.68, 1.07
-28.90, 0.46, -0.03
-92.30, -12.54, -0.19
26.47, 34.59, 0.22
-7.61, -23.33, 0.13
-17.02, 13.62, 0.32
-27.96, 15.84, 0.17
34.91, -36.76, -0.23
-67.51, 15.61, -0.04
30.38, 6.53, -0.02
-9.94, 9.31, -0.22
41.18, 88.36, -1.10
-55.33, 87.79, -0.38
38.59, 62.79, 0.12
-12.09, 64.15, 0.37
11.20, 25.65, -0.22
-58.05, 40.54, -0.12
104.47, 14.22, 0.89
4.36, 21.15, -0.11
25.17, 39.78, -0.17
-39.29, 28.97, -0.72
-6.06, 79.51, 0.42
38.95, 106.17, 0.52
-50.74, 49.59, -0.08
23.48, 58.06, -0.19
-143.37, 11.49, -0.36
37.60, 20.82, -0.12
-5.31, 73.72, 0.12
-10.74, 39.18, 0.13
37.50, 25.07, 0.07
10.20, -27.72, 0.03
29.21, -34.24, 0.64
19.22, 46.79, -0.03
5.76, -29.93, -0.32
-43.83, 23.21, -0.12
-4.78, 4.73, -0.06
-60.17, 22.37, -0.40
-115.03, 17.57, -0.51
-51.97, -9.15, -0.50
15.30, -1.22, 0.18
22.18, -84.40, 1.69
-95.36, 16.69, -0.12
23.88, 4.36, -0.27
6.01, 34.63, -0.02
-0.77, 49.51, 0.00
74.46, 103.56, -1.27
13.91, 78.81, -0.07
-49.33, -3.58, 0.03
42.40, -105.44, 1.71
-150.10, -6.75, -0.41
102.27, -104.89, 1.27
25.94, 23.24, -0.10
-11.38, -15.35, 0.02
-49.13, 64.24, 0.12
-158.76, -36.07, -0.31
-60.06, 28.58, -0.07
3.60, 60.01, 0.33
-94.18, 1.43, -0.54
33.80, 3.82, -0.07
4.42, 85.86, 0.23
1.85, 41.21, -0.63
-142.10, -30.80, -0.39
-59.53, 39.97, 0.00
12.67, 43.84, -0.11
114.10, -29.32, 0.10
-13.45, -24.85, 0.26
-36.63, -10.22, -0.11
57.99, -20.31, 0.06
63.03, -30.79, 1.12
-15.13, -19.02, -0.40
0.18, 50.58, -0.13
26.62, 71.54, 0.01
45.00, -58.51, 0.75
65.22, -17.46, 1.39
9.46, 15.14, -0.61
-19.32, -15.00, -0.03
60.99, 25.11, 0.01
-40.51, -5.81, -0.35
-21.15, 31.56, 0.12
-24.42, 20.86, 0.17
49.79, -66.25, 1.27
-25.85, 14.04, -0.17
10.97, 4.78, 0.16
-29.23, 17.70, 0.01
-3.64, 40.64, 0.03
-26.74, 29.02, 0.21
-19.68, -80.15, -1.48
-29.28, 9.98, -0.23
22.47, 8.61, 0.23
25.28, 67.80, 0.28
-44.25, 9.78, 0.20
-53.29, 11.30, -0.39
-63.33, 18.41, -0.70
-82.30, 1.66, -0.48
-40.70, 46.15, -0.10
-7.32, 18.79, 0.10
66.24, 45.60, 0.74
-39.42, -21.85, -0.41
-18.00, 23.73, -0.82
-105.80, 8.25, -0.21
104.87, -11.31, 1.26
10.18, 4.12, 0.31
-54.19, -14.34, -0.51
-41.74, 2.68, 0.17
-3.23, 44.73, -0.27
-48.51, 22.03, -0.13
-112.35, 11.20, -0.57
33.99, -9.42, 0.11
-63.73, -4.17, -0.17
-121.54, -38.02, -0.40
-15.01, 3.81, -0.14
65.96, 57.01, 0.58
11.30, 43.76, -0.01
6.30, 15.27, -0.03
51.76, 66.84, 0.45
-62.68, -22.65, -0.12
46.46, -15.98, 0.06
-103.71, 13.74, 0.17
82.99, -28.36, 0.52
12.01, 42.22, -0.35
-19.74, 9.62, -0.43
-27.55, 15.60, 0.05
-32.95, 40.28, -0.28
-140.76, -21.56, -0.60
-108.83, 16.38, 0.18
3.62, -29.31, -0.39
3.54, -17.28, -0.20
1.34, 8.90, -0.37
-20.47, 29.90, -0.03
-30.95, -7.72, 0.04
-46.05, 19.82, -0.09
0.27, -21.50, -0.32
37.51, -7.84, 0.12
-83.81, -9.41, 0.10
-7.73, 57.30, -0.07
-54.38, -1.36, -0.03
-11.72, -25.09, -0.01
61.17, 95.84, -1.18
-21.53, -3.29, 0.12
-73.65, 14.86, -0.05
197.51, -41.92, -0.26
4.60, -34.75, 0.18
-122.72, 14.54, -0.10
-38.68, 30.08, 0.16
-9.86, -24.57, 0.03
16.30, 39.84, 0.56
87.00, -8.91, 0.55
49.27, 95.52, -0.39
15.37, -2.68, 0.25
1.33, 25.44, -0.01
-95.54, -11.79, -0.63
89.98, -35.98, 1.09
37.19, -16.54, -0.33
-122.70, -38.18, -0.51
-95.20, -7.92, -0.19
104.79, -23.78, -0.10
5.08, 68.89, 0.16
-2.31, 37.39, 0.35
-87.42, 47.75, -0.06
-83.37, -60.23, -0.30
16.39, 69.04, 0.01
42.24, -40.23, -0.36
-24.96, 38.50, 0.09
48.73, -58.90, 0.76
49.29, 48.49, -0.19
-88.51, 25.73, -0.04
40.90, 40.02, 0.49
148.54, 27.34, -0.06
-41.25, 2.00, 0.12
34.94, 10.56, -0.26
-8.58, -15.18, 0.00
141.66, -76.99, 0.75
-36.37, 13.37, -0.76
4.63, 79.86, -1.34
-40.33, 46.22, 0.30
-25.64, -22.31, -0.35
-93.70, 20.53, -0.26
-58.54, 72.61, 0.25
45.81, 62.52, 0.05
-82.79, 8.91, -0.08
48.30, -12.59, -0.29
-66.23, -30.18, -0.03
-49.48, -8.05, 0.02
-35.25, 0.13, -0.18
9.78, 35.41, -0.03
46.78, 92.50, -0.10
-123.69, 12.94, -0.07
-7.97, 71.83, -0.18
-7.21, 2.48, -0.09
-51.81, 47.12, -0.15
-15.50, 2.75, -0.11
-111.85, -26.80, -0.55
-64.58, -35.12, 0.13
-156.74, 14.63, -0.32
46.77, -53.37, 0.87
-15.80, 48.27, 0.14
-55.52, -24.69, -0.05
-19.18, -4.80, 0.17
19.16, 47.83, -0.08
-121.72, -2.28, -0.11
30.21, -19.84, -0.05
92.39, -15.33, 0.13
-3.67, -14.27, 0.17
20.68, 13.31, -0.06
-8.27, 2.43, -0.04
-6.33, -21.70, 0.33
-10.07, -28.62, -0.07
-12.62, -17.24, -0.30
9.75, -3.09, -0.46
4.70, -22.36, -0.15
28.41, 9.78, 0.02
24.91, -11.75, -0.26
40.71, -86.55, 0.57
17.42, 17.07, 0.19
105.45, 12.50, 1.08
-82.29, 30.48, -0.15
0.43, 13.79, -0.28
-23.38, -23.31, -0.32
-65.74, 24.97, -0.03
-76.65, -35.21, -0.11
20.65, 95.96, 0.09
-2.44, 61.63, 0.13
47.71, 46.91, 0.65
25.48, 36.97, 0.86
-98.97, -3.95, -0.40
27.27, 16.85, -0.31
47.50, -24.91, -0.33
-52.14, 52.51, 0.01
11.61, 74.46, -1.00
-52.82, 6.73, -0.59
-24.64, 46.10, -0.06
49.16, 33.29, 0.04
-127.48, 8.73, -0.28
-82.45, 0.53, -0.49
-71.93, 43.02, -0.21
2.57, -109.60, 1.24
-79.32, 58.71, -0.40
32.89, 81.50, 0.04
-99.38, 15.10, -0.25
-48.77, 41.00, -0.24
-51.20, 39.31, 0.04
8.39, 90.00, -0.06
-38.29, 39.46, -0.22
17.27, 2.77, -0.18
14.35, -15.23, -0.24
-50.75, 47.66, -0.09
8.63, -16.38, 0.01
57.51, 44.30, 0.27
-23.68, 22.99, 0.16
-58.71, 6.90, 0.09
-66.77, 16.17, 0.11
-98.16, 16.57, -0.40
-16.31, 83.57, 0.22
120.40, 6.74, 1.06
-36.19, 13.73, 0.23
-28.26, 24.15, 0.30
-116.01, 25.39, -0.14
38.75, 13.17, 0.12
3.54, 24.72, -0.10
-24.49, 12.71, -0.03
-51.93, -7.38, -0.62
-12.12, -28.89, -0.35
78.90, 0.29, -0.32
120.83, -2.75, 0.98
-84.57, 17.77, -0.18
131.01, 49.96, 0.73
-114.07, 9.41, -0.14
-14.58, 34.05, -0.23
55.86, -19.99, -0.10
8.08, 40.52, 0.03
-49.44, 36.09, -0.28
-7.09, 40.08, -0.07
1.79, 50.71, 0.08
-18.98, 0.88, -0.56
-136.50, -19.17, -0.08
-49.65, -2.58, -0.12
-5.58, 38.49, -0.10
61.60, -89.37, 1.40
-39.89, 6.86, -0.05
65.63, 49.81, 0.20
47.80, 61.86, -0.13
2.37, -20.63, -0.26
5.09, -11.45, 0.15
-19.54, 9.49, 0.04
-69.15, -21.81, -0.07
23.98, 45.29, -0.30
-17.70, 12.55, 0.36
90.51, -5.43, 0.62
98.31, -10.06, 0.83
14.66, -8.62, 0.33
-119.62, 7.45, -0.20
202.81, -34.05, -0.10
-14.37, -3.68, -0.16
26.27, 40.42, 0.05
-23.61, 55.92, -0.97
-68.28, 14.91, -0.86
3.57, -23.96, -0.10
10.35, -104.64, 1.06
-101.22, 4.74, -0.17
-31.99, 25.81, -0.07
15.91, 63.38, 0.49
45.01, -58.40, 1.35
50.40, 39.40, 0.32
98.15, -41.36, 0.10
73.15, -44.25, 0.92
-53.84, -2.68, -0.00
-5.46, -11.45, 0.28
28.19, -1.43, -0.30
11.35, 29.00, 0.32
155.72, -9.96, 0.38
-129.20, -52.52, -0.20
-29.83, 33.58, -0.19
-53.75, 39.85, -0.76
-55.88, 32.33, -0.17
27.44, 10.62, -0.08
16.91, -2.99, 0.08
-60.10, -20.57, -0.20
-125.36, 2.84, -0.29
34.79, 4.62, -0.19
-26.06, 4.07, 0.02
-44.62, -9.89, 0.00
130.41, 25.36, 1.06
-17.97, 19.91, 0.25
-41.80, -5.04, -0.29
57.70, 8.08, 0.25
120.05, -27.54, 0.66
2.36, 101.71, -0.41
52.32, -66.60, 1.13
25.51, -43.91, 0.15
-75.71, -48.81, -0.87
40.05, 6.09, -0.08
-50.94, -28.73, 0.00
54.97, 16.48, -0.27
-74.24, -5.25, 0.20
29.93, 11.16, -0.42
4.20, 8.47, -0.53
85.98, -24.33, 0.56
73.76, -21.57, 0.19
-61.19, 39.78, 0.04
-21.47, -3.06, -0.30
-50.32, 4.81, -0.18
119.61, 9.59, 0.78
31.85, -10.94, 0.46
35.38, -8.77, -0.21
101.99, 6.64, 0.79
-4.33, -0.76, -0.15
-0.42, -38.38, 0.48
47.15, -13.49, -0.01
67.32, 50.91, 0.42
-117.23, 8.46, -0.42
-12.49, 23.64, -0.15
-84.07, -22.75, -0.09
-25.83, -24.59, 0.02
-56.01, -17.81, -0.04
-5.63, 120.51, -0.15
0.24, 18.23, -0.12
-69.82, 17.37, -0.13
15.69, 12.45, -0.13
25.64, 12.06, 0.51
-66.51, 0.90, -0.37
39.25, 123.30, 0.34
118.18, -14.84, 0.29
10.44, 38.78, -0.36
55.44, 46.02, -0.30
-82.39, -24.06, -0.41
-17.62, 17.12, 0.09
-37.34, 22.94, -0.17
15.83, 40.72, -0.21
-37.86, 17.44, 0.06
-7.71, -39.49, -0.31
-114.92, 7.13, -0.06
-80.77, -44.20, -0.22
28.91, -94.16, 0.98
-39.41, 0.05, 0.25
-19.08, 12.94, -0.25
5.13, 52.35, 0.10
-36.03, 28.56, 0.11
25.66, 54.10, 0.12
17.24, 37.55, 0.48
-102.61, -38.45, -0.10
-35.86, 6.09, -0.05
5.15, 28.97, -0.36
-96.39, 34.66, -0.10
-136.04, -16.58, -0.40
211.72, 71.73, -0.23
69.48, -76.30, 1.28
46.82, -154.78, 1.52
34.04, 47.49, -0.05
24.58, 41.83, 0.06
-97.23, -11.45, -0.40
12.18, 29.23, 0.05
18.08, -40.90, -0.09
-15.92, 20.79, 0.04
-5.56, -23.08, -0.28
-143.51, -3.26, -0.42
-98.11, 7.78, -0.27
-55.38, 16.30, -0.04
-105.84, 2.16, -0.21
141.51, -59.02, -0.29
50.57, -137.61, 1.59
134.88, -1.98, -0.00
17.33, 108.67, 0.22
-65.61, -11.40, -0.28
-20.51, 32.95, 0.02
-96.74, 5.18, -0.25
-16.86, 25.29, 0.08
-22.49, -14.78, 0.10
-8.35, 34.00, 0.59
-56.03, 38.73, -0.24
-28.29, -12.76, -0.25
27.88, 38.39, -0.08
101.28, -43.26, 0.74
-76.57, -33.57, -0.20
-96.81, -15.64, -0.19
-26.71, 21.72, -0.23
-36.17, -3.53, -0.17
-48.10, -1.16, -0.10
94.04, 69.11, 0.09
-32.37, 24.27, 0.02
-18.06, 23.08, 0.00
-47.80, 19.37, 0.21
-30.23, 37.34, -0.32
-83.83, 22.47, -0.38
45.92, 7.86, 0.12
-68.45, 21.66, 0.06
24.60, 62.37, 0.30
-7.59, 16.60, -0.44
12.72, -19.77, -0.31
18.25, -0.84, 0.23
57.09, -42.35, 0.73
24.64, -15.40, -0.62
-17.22, -48.54, 0.00
28.20, 52.22, 0.11
53.93, -0.40, 0.24
-12.80, 35.37, 0.16
73.66, 87.66, -0.24
-114.76, 6.36, -0.42
-12.41, -26.16, -0.19
55.66, 76.36, -0.47
-7.54, 20.66, -0.31
-113.26, 15.21, -0.48
13.89, -7.73, -0.07
123.73, -5.27, 0.06
-15.45, -0.48, 0.00
-50.99, 7.48, -0.08
-53.17, 22.66, -0.34
1.89, 52.39, 0.42
74.74, -21.61, 1.28
-38.40, 17.80, -0.13
0.21, 13.24, -0.21
-96.18, 26.87, -0.28
-88.20, -15.94, 0.19
-16.23, 15.31, -0.42
-33.62, -5.07, -0.21
-59.02, -48.66, 0.43
15.54, -66.12, 1.60
12.36, 5.59, -0.04
26.72, 14.05, -0.05
9.70, 31.95, 0.23
-76.80, 39.67, -0.27
78.76, -54.44, 0.85
-18.09, -12.43, -0.06
-96.82, 4.81, 0.49
-46.70, 5.44, -0.36
19.07, 52.43, -0.72
57.30, 54.26, 0.04
58.90, -9.67, 0.09
-36.18, 30.63, -0.22
-0.31, 3.68, -0.08
-16.21, 17.24, -0.19
46.12, -19.11, -0.04
-44.57, -4.29, 0.22
129.38, -8.52, 0.22
3.24, 37.29, -0.28
40.17, 32.57, 0.13
77.37, -58.40, 0.94
35.72, 5.23, -0.01
21.77, -3.46, 0.04
58.79, 21.85, 0.16
46.46, 26.90, 0.24
-17.96, -15.60, 0.00
-160.10, -11.97, -0.42
83.50, -10.23, 0.69
39.07, -0.52, -0.20
-30.31, -7.36, 0.14
122.45, 39.40, 0.90
-7.17, 14.42, 0.29
14.94, 63.31, 0.23
-67.82, -16.14, -0.18
15.46, -42.56, -0.09
97.89, -38.32, 1.07
-52.56, 19.61, -0.10
40.48, 75.24, 0.09
-44.54, -0.46, -0.36
26.48, 18.45, -0.18
-90.35, -6.59, -0.40
-47.55, -22.85, 0.13
-74.16, 9.78, 0.06
54.12, 22.37, 0.14
79.63, -3.18, -0.27
-71.45, 18.07, -0.50
-36.60, 11.74, -0.14
-75.66, -8.84, -0.40
-105.77, -22.44, 0.15
-24.70, 16.91, 0.07
-76.74, -15.71, -0.22
-96.46, -1.40, 0.02
-65.28, 16.94, -0.20
-68.54, 93.51, -0.07
74.03, -53.22, 0.64
-103.60, -10.22, -0.11
4.76, -39.41, -0.65
35.07, -79.18, 0.82
-10.88, -12.88, -0.53
-29.72, 10.77, -0.14
-21.30, 53.42, -0.49
-22.56, 70.86, -0.25
-150.90, 20.53, -0.20
39.95, 21.55, -0.02
57.51, 60.45, 0.36
-23.70, 20.98, -0.18
21.63, 31.70, 0.22
9.32, -24.88, 0.07
9.70, 14.65, -0.13
119.66, -31.00, 1.30
-86.79, -7.70, 0.09
-32.14, 14.22, 0.13
88.47, -26.10, 0.71
1.27, -8.93, 0.23
-52.15, -4.45, -0.06
50.14, 23.06, -0.52
2.31, -13.39, -0.47
-0.53, 63.17, 0.68
50.25, -117.84, -0.63
30.98, 121.88, 0.62
-119.99, -18.36, 0.04
83.64, -65.47, 0.26
-16.66, -2.66, -0.12
66.98, -85.68, -0.18
55.28, 43.81, 0.27
22.57, 60.10, 0.18
-67.53, -3.33, -0.12
97.62, -19.50, 0.86
-118.39, -5.44, -0.60
-124.96, 16.11, -0.11
7.78, -15.46, -0.19
-105.55, 8.59, -0.54
-25.83, -8.26, -0.26
-30.83, 36.76, -0.24
-118.74, 16.19, -0.02
35.59, 18.35, -0.19
-59.21, 24.33, -0.30
49.91, 36.92, 0.43
-96.43, -7.66, -0.61
18.56, 1.09, -0.35
-62.33, -4.38, 0.03
31.47, -104.19, 1.42
-3.64, 1.63, -0.00
-7.04, -34.19, 0.27
118.32, -13.65, 0.39
-98.25, 0.71, -0.13
-55.81, 32.48, -0.81
-53.25, 22.07, 0.14
-62.88, 29.51, 0.03
120.37, 3.70, 0.66
-104.47, -36.13, -0.12
-71.22, -25.93, -0.31
-40.23, 6.81, -0.46
-89.30, -33.21, 0.02
-2.99, 34.81, -0.42
-43.33, 5.98, -0.23
29.25, 46.12, 0.49
-67.61, 21.78, 0.01
-32.06, 82.19, 0.35
16.12, 5.39, 0.08
-93.44, -15.65, -0.48
32.68, -20.08, -0.04
7.00, -59.90, 0.62
6.77, -80.42, -0.20
-19.89, 60.93, 0.09
-40.69, 6.95, -0.46
49.71, 69.64, 0.74
-12.96, 47.46, 0.11
-4.80, -6.64, 0.32
41.87, 4.03, -0.07
27.30, 3.07, 0.02
-50.10, -6.62, 0.18
13.29, 57.46, 0.02
113.69, 1.93, 1.16
19.81, -7.74, 0.02
105.10, 23.81, 0.95
121.21, -23.94, -0.22
-71.84, 6.85, -0.14
-48.31, 17.36, -0.06
45.53, 9.76, -0.09
19.87, 71.67, -0.06
10.47, 66.21, -0.41
-72.00, 4.48, 0.01
58.73, -48.17, 0.64
-61.91, 19.71, -0.56
-21.52, 13.91, -0.08
27.90, 86.08, 0.09
84.57, -42.05, 0.13
-25.35, 84.98, -1.08
-32.74, -17.01, 0.03
30.41, 25.37, 0.51
-88.09, -22.04, -0.04
-63.45, -29.63, -0.33
54.85, -69.53, 0.75
-61.47, 5.92, 0.02
28.63, 25.30, 0.40
8.72, 1.52, -0.13
-18.09, 24.28, -0.18
25.25, -9.08, -0.60
-28.45, 16.58, 0.03
-115.50, 5.79, 0.18
-63.19, 39.56, -0.69
-27.76, 9.87, 0.24
-150.22, 12.48, -0.66
111.69, -75.50, -0.00
-156.18, 40.61, -0.22
44.21, -19.83, 0.02
42.64, 38.73, 0.59
-31.37, -2.07, -0.19
-20.73, -24.06, -0.06
-33.98, -2.61, 0.02
5.97, 20.06, 0.42
197.97, -14.50, -0.43
67.48, 50.67, 0.70
-22.21, -5.66, -0.04
-92.62, 45.52, -0.31
-56.19, 8.06, 0.01
-21.29, 78.10, -0.21
54.40, 54.96, 0.42
-41.81, -65.36, -0.26
-31.43, -15.55, 0.49
-49.34, 12.52, -0.41
147.11, -93.16, -0.21
-110.30, -1.30, -0.40
-8.11, 9.24, 0.12
-88.16, 11.22, -0.22
-32.05, 75.87, -0.25
24.86, -80.22, 1.15
8.41, -3.06, -0.52
30.65, -12.07, -0.02
-70.06, 18.07, 0.05
-5.76, 10.48, -0.08
-26.50, -11.78, 0.06
-54.51, 52.32, -0.76
9.66, 11.35, 0.28
-35.29, 18.26, 0.33
2.55, -4.84, -0.10
-5.09, 26.17, -0.32
58.93, 69.85, 0.26
-5.09, -17.77, -0.11
46.22, 19.00, -0.23
28.18, 87.79, -0.08
9.35, -16.11, 0.19
76.29, -47.77, 0.85
-2.53, 25.98, -0.20
-51.56, 138.98, 0.71
-11.15, 65.33, -1.12
30.09, 29.70, 0.45
60.88, -45.75, 0.87
42.79, 34.24, -0.18
23.94, 30.51, -0.23
-77.54, 19.58, -0.10
-65.41, 10.46, 0.01
25.38, 50.91, 0.41
-10.19, -41.33, 0.36
50.84, -6.81, -0.17
46.23, -166.98, 2.24
-19.71, 23.80, -0.12
-96.74, -7.51, -0.30
4.47, 31.03, 0.50
-13.79, 2.21, 0.28
-10.42, 31.36, 0.16
67.74, -38.58, 0.81
47.56, -63.70, 0.86
-40.29, -1.33, -0.36
7.90, 24.42, 0.06
121.15, -52.12, 1.09
-41.79, 25.41, -0.01
-160.59, -26.53, -0.50
-46.19, 3.74, 0.12
-23.16, 97.96, -0.07
-56.41, -29.17, -0.27
116.61, 18.86, 0.31
46.31, 35.76, -0.14
16.21, 29.04, -0.20
-74.90, -21.66, -0.23
2.91, -22.31, 0.31
-43.83, -1.72, -0.30
-36.79, 36.27, 0.01
7.21, -20.83, 0.10
28.55, -26.56, -0.51
-75.04, 55.54, 0.28
18.95, 15.35, -0.56
-16.29, 34.15, 0.07
79.88, -51.51, 0.49
-0.18, 14.44, -0.02
73.08, -28.32, -0.02
-85.81, -7.48, -0.30
-40.18, 33.95, -0.35
-100.76, 45.10, -0.92
-59.50, -0.41, -0.01
-30.71, -16.54, -0.05
67.10, 95.77, -0.01
13.06, 5.78, -0.23
-69.16, 8.91, -0.24
12.31, 83.57, 0.08
-125.66, -5.58, 0.20
-66.66, -14.87, -0.44
-54.55, 42.25, 0.25
-27.21, 21.81, 0.10
-57.90, 31.58, -0.13
16.88, 12.25, 0.20
-48.87, -0.92, 0.07
-101.23, 8.30, 0.04
-103.30, -21.43, -0.23
-18.06, 9.17, -0.54
-13.27, 4.78, 0.24
-4.07, 25.98, -0.57
-61.73, -15.85, -0.34
-52.25, 12.49, -0.35
-47.82, -15.86, 0.28
-59.06, -3.47, 0.16
135.84, 51.29, 0.26
107.49, 24.22, 0.49
-107.05, 0.03, -0.16
76.81, -42.67, 0.56
41.68, -54.65, -0.14
50.48, -54.70, 1.00
110.57, 5.81, 1.32
-5.63, 19.38, -0.10
5.24, 28.78, -0.06
-21.50, 10.33, -0.09
40.80, 20.10, 0.07
-56.32, 29.03, -0.10
-8.77, 23.17, -0.23
11.04, -28.34, -0.46
-27.71, 23.41, 0.05
-32.88, -11.91, -0.60
-15.46, 25.53, -0.08
5.79, 71.13, -0.24
29.42, -106.43, 1.40
-87.92, -4.09, 0.03
24.23, 3.29, 0.13
57.53, 52.62, 0.00
-99.15, -2.84, -0.19
11.83, 37.31, 0.01
-46.25, -19.69, 0.07
8.08, 67.57, 0.26
-125.32, -25.13, -0.26
1.41, 65.65, -0.07
-126.01, -40.15, -0.12
30.46, 21.99, 0.17
27.08, 59.84, -0.15
83.09, 34.30, 0.33
11.50, -13.92, -0.36
-123.53, -26.13, 0.04
-75.67, 2.65, -0.28
-77.27, 7.72, -0.16
-1.82, 73.70, -0.10
-83.59, 11.63, 0.15
-78.33, 19.25, -0.17
-55.45, 19.79, -0.47
33.00, -77.14, 1.10
167.05, -85.19, 0.00
46.89, 1.66, -0.14
85.72, 113.06, -0.07
-24.81, 23.91, -0.10
13.72, 20.63, 0.22
-61.11, 36.19, -0.31
5.45, -13.50, 0.04
19.20, -8.77, -0.39
-120.13, -49.34, -0.60
-59.57, -7.88, -0.00
-36.63, 28.13, -0.11
-47.61, -4.41, 0.03
-26.56, -24.97, 0.09
55.49, 12.19, -0.21
-46.57, -8.55, -0.00
-37.23, -0.83, -0.02
-37.03, 31.98, -0.30
10.48, -0.79, -0.36
